dataset,method,window,subject,classes,samples,accuracy,c0,c1,c_ba,ba_converged,i_uniform,itr_c1_bpm,itr_ba_bpm,itr_mi_bpm
JBHI16,EFUSIONCA,1.2,aggregate,16,1248,0.7924679487179487,4.0,2.452456193949428,2.8820426375607564,True,2.7728619034863806,86.55727743350923,101.71915191390906,97.8657142406958
JBHI16,EFUSIONCA,1.4,aggregate,16,1248,0.7988782051282052,4.0,2.490073131986235,2.913145994402369,True,2.8118275403603574,78.6338883785127,91.99408403375902,88.79455390611656
JBHI16,EFUSIONCA,1.6,aggregate,16,1248,0.8076923076923077,4.0,2.5424007962722994,2.9633397350018678,True,2.8612674562276217,72.64002275063712,84.66684957148193,81.75049874936062
JBHI16,EFUSIONCA,1.8,aggregate,16,1248,0.8181089743589743,4.0,2.605175186953568,2.993656258201591,True,2.9241734319115404,67.96109183357134,78.09538064873716,76.28278518030106
JBHI16,EFUSIONCA,2.0,aggregate,16,1248,0.8221153846153846,4.0,2.629596832513929,3.0086403889630926,True,2.941675269507226,63.1103239803343,72.20736933511422,70.60020646817343
JBHI16,ETRCA,0.2,aggregate,16,1248,0.6033653846153846,4.0,1.481444053774287,1.8892583820883626,True,1.7488225626391438,126.9809188949389,161.9364327504311,149.8990767976409
JBHI16,ETRCA,0.4,aggregate,16,1248,0.6834935897435898,4.0,1.8629023125156368,2.2759652820926637,True,2.171935594832462,124.19348750104245,151.7310188061776,144.79570632216414
JBHI16,ETRCA,0.6,aggregate,16,1248,0.719551282051282,4.0,2.0482560412947093,2.498497706029997,True,2.3997905130944845,111.72305679789322,136.28169305618164,130.89766435060824
JBHI16,ETRCA,0.8,aggregate,16,1248,0.7363782051282052,4.0,2.137895811376786,2.5737028369145567,True,2.4857142341792753,98.67211437123628,118.78628478067185,114.72527234673578
JBHI16,ETRCA,1.0,aggregate,16,1248,0.7612179487179487,4.0,2.274095649458088,2.7416113066977257,True,2.6226959996025556,90.96382597832353,109.66445226790903,104.90783998410222
JBHI16,ETRCA,1.2,aggregate,16,1248,0.7636217948717948,4.0,2.2875309083614503,2.7556585295701184,True,2.649170082309154,80.73638500099237,97.25853633776889,93.5001205520878
